Date,Temperature_C,Precipitation_mm,CO2_ppm,Humidity_percent,LandUseIndex
2024-01-01,21.236203565420876,6.28583713734685,414.2031646154288,24.134537693488618,0.1031238688359326
2024-01-02,38.52142919229749,127.28208225275608,358.4139964995049,62.50837052545184,0.9025529066795668
2024-01-03,31.959818254342157,62.871196215265336,366.1628714094614,63.25080972880852,0.5052523724478571
2024-01-04,27.959754525911094,101.71413823294056,439.855418852708,70.99439211985653,0.8264574661077416
2024-01-05,14.680559213273096,181.5132947852186,410.642905965959,78.08730669781292,0.3200496010306117
2024-01-06,14.67983561008608,49.858445829774986,350.919705161663,98.06816635700277,0.8955232284962005
2024-01-07,11.742508365045984,82.07658460712595,360.1471542866032,61.30402786409562,0.3892016787341631
2024-01-08,35.98528437324806,151.11022770860973,416.3501769108056,45.83651783529968,0.0108376514802983
2024-01-09,28.033450352296263,45.75963309832449,350.50615838462187,83.61489558149628,0.9053819764192635
2024-01-10,31.242177333881365,15.395981965758596,366.08080514174986,41.66658010096594,0.0912866767861335
2024-01-11,10.617534828874074,57.9502905827536,404.8733789366586,55.11771365645089,0.3193136375904148
2024-01-12,39.09729556485984,32.24425745080089,419.1895197692693,26.276510507381275,0.9500619670508048
2024-01-13,34.97327922401266,185.93953046851465,415.19612595026007,22.028059473236603,0.950607146937556
2024-01-14,16.370173320348286,161.6240759128834,372.426930946056,97.011873174234,0.5734378881232861
2024-01-15,15.454749016213018,126.68075130208469,421.2179221347536,86.87840964097647,0.6318372121697993
2024-01-16,15.502135295603017,174.29211803754353,373.72490874968,75.67793648749584,0.4484455219783197
2024-01-17,19.127267288786133,160.7344153798229,382.5399698159268,52.71623555314159,0.2932107716980645
2024-01-18,25.742692948967136,37.31401177720717,424.6491405118024,33.86354560566766,0.3286645453699159
2024-01-19,22.958350559263472,178.51179969799554,414.9632899047215,32.514963413686885,0.6725184560770384
2024-01-20,18.736874205941252,107.86844838313014,434.9223410494178,40.019431853167625,0.75237452943768
2024-01-21,28.355586841671386,161.4880310328125,415.7612892300343,63.93813317648964,0.7915790437258485
2024-01-22,14.184815819561257,179.21825998469865,406.8308603335472,77.16767381600499,0.7896181427945539
2024-01-23,18.764339456056547,63.60069499437277,359.36747678280926,72.8157901374185,0.0912061030486903
2024-01-24,20.99085529881075,22.010384905535357,386.77158030594336,42.39471175567543,0.4944203047025814
2024-01-25,23.68209952651108,45.58703250838833,376.5202367681725,96.38922245305552,0.0575587600166442
2024-01-26,33.55527884179041,85.42155772525126,374.3989643379084,79.03175333566148,0.5495288823237355
2024-01-27,15.990213464750791,163.60295318449863,447.3010554752445,64.34832420091206,0.441530501373377
2024-01-28,25.42703315240835,172.1461166512687,389.309772466676,68.93765969874818,0.8877041827582998
2024-01-29,27.77243706586128,1.390426106238141,439.2046555177113,53.5680049942232,0.3509150125520787
2024-01-30,11.393512381599932,102.14946051551314,413.1138625997263,39.81847916009259,0.1170670164276058
2024-01-31,28.22634555704315,83.4822006297558,429.48113035416486,48.47781429210093,0.1429916820528358
2024-02-01,15.115723710618743,44.42156209414605,400.2637093105192,80.62768883714952,0.7615106317174722
2024-02-02,11.951547789558386,23.97307346673656,407.6903884626359,21.15147909038047,0.6182180633162611
2024-02-03,38.4665661176,67.5230342807256,399.2517693818864,29.2858112405533,0.1011226761227902
2024-02-04,38.96896099223678,188.58194078250384,369.5242987798045,23.68021136174022,0.0841068061149974
2024-02-05,34.25192044349383,64.64058640415105,422.2452115261505,23.25830418551761,0.70096913145912
2024-02-06,19.13841307520112,103.75812434867322,378.0772362440856,88.43684672088058,0.0727630063641935
2024-02-07,12.930163420191516,140.60379177903556,352.4315966431454,76.29262875040189,0.8218600592903562
2024-02-08,30.526990795364707,72.7259204758588,414.5472295907168,57.93390632698602,0.7062422271564962
2024-02-09,23.20457481218804,194.35641654419211,367.7110679407049,27.82673285208012,0.0813487806418997
2024-02-10,13.661147045343364,192.48945898842223,444.04585843529145,59.32927000934659,0.0848377140851919
2024-02-11,24.855307303338105,50.35645916507284,445.39285770025873,57.87774166244525,0.9866395785011756
2024-02-12,11.031655633456552,99.44970117847708,441.48643902204486,33.856149592801216,0.3742707957561203
2024-02-13,37.27961206236346,60.17566196335393,387.0158700255444,54.70813193903784,0.3706421470668909
2024-02-14,17.763399448000506,56.96809887549352,351.54566165288674,51.88037875178988,0.8127995672575026
2024-02-15,29.87566853061946,7.377389470906559,442.8318562587725,69.26800784417732,0.9472485773838588
2024-02-16,19.35133228268233,121.91286679597935,392.81841483173145,70.8074920694115,0.9860010638228708
2024-02-17,25.60204063533433,100.5358046457723,446.66548190436697,23.62432078176356,0.7533781852589416
2024-02-18,26.40130838029839,10.29575024999787,446.3619977089253,49.9690091701177,0.3762595855309157
2024-02-19,15.545633665765813,55.72929284732229,435.300945546736,70.0687932571389,0.0835007166986687
2024-02-20,39.08753883293676,181.65317719333075,379.4448892069586,60.25090068640701,0.7771469159274368
2024-02-21,33.253984700833435,47.91237813339448,388.5097728601925,88.51918729506578,0.558404249735805
2024-02-22,38.18496824692568,28.97897441824462,435.1136671516857,72.69549052951561,0.4242220092469763
2024-02-23,36.844820512829465,97.8905520555126,381.69220051562775,33.034754166514375,0.906354385094736
2024-02-24,27.936999364332557,197.1300908221201,366.9492746686092,25.645499792034386,0.1111974823061513
2024-02-25,37.6562270506935,48.41105430230008,405.680126245835,71.39354225650524,0.4926251042908591
2024-02-26,12.654775061557585,134.4271094811757,443.6154774160781,22.120904843329747,0.011353644767419
2024-02-27,15.879485872574357,152.32392306574351,419.60297966749727,66.86204650187706,0.4686606419941262
2024-02-28,11.356818667316142,47.527508798479936,407.0061170089365,95.2184193139966,0.0563032756818373
2024-02-29,19.759909922897933,145.6432697223719,359.71764937707684,66.03793423007032,0.1188179162680719
2024-03-01,21.660318690684463,73.55662654385064,411.50072266991697,51.05359409652175,0.1175262467771048
2024-03-02,18.14047095321688,126.4611661187159,449.0053850104263,71.46305747538825,0.6492103021160636
2024-03-03,34.86212527455788,126.70594215217892,364.0084015236524,56.66023123932133,0.7460448792654233
2024-03-04,20.70259980080768,107.1549368149517,401.8329652363737,63.6493431452748,0.5833687650971596
